transcript_id,protein_id,gene_id
XM_031540170.1,XP_031396030.1,LOC116207267
XM_031540171.1,XP_031396031.1,LOC116207269
XM_031540172.1,XP_031396032.1,LOC116207266
XM_031540173.1,XP_031396033.1,LOC116207269
XM_031540174.1,XP_031396034.1,LOC116207270
XM_031540175.1,XP_031396035.1,LOC116207271
XM_031540176.1,XP_031396036.1,LOC116207272
XM_031540177.1,XP_031396037.1,LOC116207273
XM_031540178.1,XP_031396038.1,LOC116207274
XM_031540179.1,XP_031396039.1,LOC116207277
XM_031540180.1,XP_031396040.1,LOC116207277
XM_031540181.1,XP_031396041.1,LOC116207278
XM_031540182.1,XP_031396042.1,LOC116207276
XM_031540183.1,XP_031396043.1,LOC116207278
XM_031540184.1,XP_031396044.1,LOC116207280
XM_031540185.1,XP_031396045.1,LOC116207280
XM_031540186.1,XP_031396046.1,LOC116207281
XM_031540187.1,XP_031396047.1,LOC116207282
XM_031540188.1,XP_031396048.1,LOC116207285
XM_031540189.1,XP_031396049.1,LOC116207286
XM_031540190.1,XP_031396050.1,LOC116207287
XM_031540191.1,XP_031396051.1,LOC116207284
XM_031540192.1,XP_031396052.1,LOC116207288
XM_031540193.1,XP_031396053.1,LOC116207289
XM_031540194.1,XP_031396054.1,LOC116207290
XM_031540195.1,XP_031396055.1,LOC116207291
XM_031540196.1,XP_031396056.1,LOC116207292
XM_031540197.1,XP_031396057.1,LOC116207293
XM_031540198.1,XP_031396058.1,LOC116207294
XM_031540199.1,XP_031396059.1,LOC116207294
XM_031540200.1,XP_031396060.1,LOC116207294
XM_031540201.1,XP_031396061.1,LOC116207295
XM_031540202.1,XP_031396062.1,LOC116207296
XM_031540203.1,XP_031396063.1,LOC116207297
XM_031540204.1,XP_031396064.1,LOC116207298
XM_031540205.1,XP_031396065.1,LOC116207298
XM_031540206.1,XP_031396066.1,LOC116207299
XM_031540207.1,XP_031396067.1,LOC116207301
XM_031540208.1,XP_031396068.1,LOC116207304
XM_031540209.1,XP_031396069.1,LOC116207304
XM_031540210.1,XP_031396070.1,LOC116207304
XM_031540211.1,XP_031396071.1,LOC116207304
XM_031540212.1,XP_031396072.1,LOC116207304
XM_031540213.1,XP_031396073.1,LOC116207303
XM_031540214.1,XP_031396074.1,LOC116207305
XM_031540215.1,XP_031396075.1,LOC116207306
XM_031540216.1,XP_031396076.1,LOC116207307
XM_031540217.1,XP_031396077.1,LOC116207308
XM_031540218.1,XP_031396078.1,LOC116207311
XM_031540219.1,XP_031396079.1,LOC116207313
XM_031540220.1,XP_031396080.1,LOC116207314
XM_031540221.1,XP_031396081.1,LOC116207315
XM_031540222.1,XP_031396082.1,LOC116207312
XM_031540223.1,XP_031396083.1,LOC116207316
XM_031540224.1,XP_031396084.1,LOC116207317
XM_031540225.1,XP_031396085.1,LOC116207318
XM_031540226.1,XP_031396086.1,LOC116207319
XM_031540227.1,XP_031396087.1,LOC116207320
XM_031540228.1,XP_031396088.1,LOC116207321
XM_031540229.1,XP_031396089.1,LOC116207322
XM_031540230.1,XP_031396090.1,LOC116207322
XM_031540231.1,XP_031396091.1,LOC116207326
XM_031540232.1,XP_031396092.1,LOC116207327
XM_031540233.1,XP_031396093.1,LOC116207328
XM_031540234.1,XP_031396094.1,LOC116207329
XM_031540235.1,XP_031396095.1,LOC116207330
XM_031540236.1,XP_031396096.1,LOC116207330
XM_031540237.1,XP_031396097.1,LOC116207330
XM_031540238.1,XP_031396098.1,LOC116207331
XM_031540239.1,XP_031396099.1,LOC116207334
XM_031540240.1,XP_031396100.1,LOC116207335
XM_031540241.1,XP_031396101.1,LOC116207335
XM_031540242.1,XP_031396102.1,LOC116207302
XM_031540243.1,XP_031396103.1,LOC116207332
XM_031540244.1,XP_031396104.1,LOC116207336
XM_031540245.1,XP_031396105.1,LOC116207337
XM_031540246.1,XP_031396106.1,LOC116207337
XM_031540247.1,XP_031396107.1,LOC116207338
XM_031540248.1,XP_031396108.1,LOC116207339
XM_031540249.1,XP_031396109.1,LOC116207339
XM_031540250.1,XP_031396110.1,LOC116207340
XM_031540251.1,XP_031396111.1,LOC116207342
XM_031540252.1,XP_031396112.1,LOC116207343
XM_031540253.1,XP_031396113.1,LOC116207344
XM_031540254.1,XP_031396114.1,LOC116207346
XM_031540255.1,XP_031396115.1,LOC116207346
XM_031540256.1,XP_031396116.1,LOC116207349
XM_031540257.1,XP_031396117.1,LOC116207350
XM_031540258.1,XP_031396118.1,LOC116207351
XM_031540259.1,XP_031396119.1,LOC116207353
XM_031540260.1,XP_031396120.1,LOC116207353
XM_031540261.1,XP_031396121.1,LOC116207354
XM_031540262.1,XP_031396122.1,LOC116207352
XM_031540263.1,XP_031396123.1,LOC116207355
XM_031540264.1,XP_031396124.1,LOC116207355
XM_031540265.1,XP_031396125.1,LOC116207356
XM_031540266.1,XP_031396126.1,LOC116207357
XM_031540267.1,XP_031396127.1,LOC116207358
XM_031540268.1,XP_031396128.1,LOC116207359
XM_031540269.1,XP_031396129.1,LOC116207360
XM_031540270.1,XP_031396130.1,LOC116207361
XM_031540271.1,XP_031396131.1,LOC116207362
XM_031540272.1,XP_031396132.1,LOC116207363
XM_031540273.1,XP_031396133.1,LOC116207364
XM_031540274.1,XP_031396134.1,LOC116207365
XM_031540275.1,XP_031396135.1,LOC116207368
XM_031540276.1,XP_031396136.1,LOC116207369
XM_031540277.1,XP_031396137.1,LOC116207369
XM_031540278.1,XP_031396138.1,LOC116207369
XM_031540279.1,XP_031396139.1,LOC116207369
XM_031540280.1,XP_031396140.1,LOC116207371
XM_031540281.1,XP_031396141.1,LOC116207372
XM_031540282.1,XP_031396142.1,LOC116207370
XM_031540283.1,XP_031396143.1,LOC116207373
XM_031540284.1,XP_031396144.1,LOC116207373
XM_031540285.1,XP_031396145.1,LOC116207373
XM_031540286.1,XP_031396146.1,LOC116207374
XM_031540287.1,XP_031396147.1,LOC116207374
XM_031540288.1,XP_031396148.1,LOC116207375
XM_031540289.1,XP_031396149.1,LOC116207376
XM_031540290.1,XP_031396150.1,LOC116207376
XM_031540291.1,XP_031396151.1,LOC116207378
XM_031540292.1,XP_031396152.1,LOC116207378
XM_031540293.1,XP_031396153.1,LOC116207379
XM_031540294.1,XP_031396154.1,LOC116207380
XM_031540295.1,XP_031396155.1,LOC116207381
XM_031540296.1,XP_031396156.1,LOC116207382
XM_031540297.1,XP_031396157.1,LOC116207383
XM_031540298.1,XP_031396158.1,LOC116207383
XM_031540299.1,XP_031396159.1,LOC116207384
XM_031540300.1,XP_031396160.1,LOC116207385
XM_031540301.1,XP_031396161.1,LOC116207386
XM_031540302.1,XP_031396162.1,LOC116207386
XM_031540303.1,XP_031396163.1,LOC116207386
XM_031540304.1,XP_031396164.1,LOC116207387
XM_031540305.1,XP_031396165.1,LOC116207388
XM_031540307.1,XP_031396167.1,LOC116207392
XM_031540308.1,XP_031396168.1,LOC116207392
XM_031540309.1,XP_031396169.1,LOC116207393
XM_031540310.1,XP_031396170.1,LOC116207396
XM_031540311.1,XP_031396171.1,LOC116207397
XM_031540312.1,XP_031396172.1,LOC116207398
XM_031540313.1,XP_031396173.1,LOC116207395
XM_031540314.1,XP_031396174.1,LOC116207399
XM_031540315.1,XP_031396175.1,LOC116207399
XM_031540316.1,XP_031396176.1,LOC116207399
XM_031540317.1,XP_031396177.1,LOC116207400
XM_031540318.1,XP_031396178.1,LOC116207400
XM_031540319.1,XP_031396179.1,LOC116207401
XM_031540320.1,XP_031396180.1,LOC116207402
XM_031540321.1,XP_031396181.1,LOC116207402
XM_031540322.1,XP_031396182.1,LOC116207403
XM_031540323.1,XP_031396183.1,LOC116207403
XM_031540324.1,XP_031396184.1,LOC116207403
XM_031540325.1,XP_031396185.1,LOC116207403
XM_031540326.1,XP_031396186.1,LOC116207405
XM_031540327.1,XP_031396187.1,LOC116207404
XM_031540328.1,XP_031396188.1,LOC116207406
XM_031540329.1,XP_031396189.1,LOC116207407
XM_031540330.1,XP_031396190.1,LOC116207408
XM_031540331.1,XP_031396191.1,LOC116207409
XM_031540332.1,XP_031396192.1,LOC116207410
XM_031540333.1,XP_031396193.1,LOC116207411
XM_031540334.1,XP_031396194.1,LOC116207414
XM_031540335.1,XP_031396195.1,LOC116207414
XM_031540336.1,XP_031396196.1,LOC116207414
XM_031540337.1,XP_031396197.1,LOC116207414
XM_031540338.1,XP_031396198.1,LOC116207413
XM_031540339.1,XP_031396199.1,LOC116207415
XM_031540340.1,XP_031396200.1,LOC116207416
XM_031540341.1,XP_031396201.1,LOC116207417
XM_031540342.1,XP_031396202.1,LOC116207418
XM_031540343.1,XP_031396203.1,LOC116207418
XM_031540344.1,XP_031396204.1,LOC116207418
XM_031540345.1,XP_031396205.1,LOC116207419
XM_031540346.1,XP_031396206.1,LOC116207423
XM_031540347.1,XP_031396207.1,LOC116207423
XM_031540348.1,XP_031396208.1,LOC116207394
XM_031540349.1,XP_031396209.1,LOC116207421
XM_031540350.1,XP_031396210.1,LOC116207423
XM_031540351.1,XP_031396211.1,LOC116207424
XM_031540352.1,XP_031396212.1,LOC116207425
XM_031540353.1,XP_031396213.1,LOC116207426
XM_031540354.1,XP_031396214.1,LOC116207427
XM_031540355.1,XP_031396215.1,LOC116207428
XM_031540356.1,XP_031396216.1,LOC116207429
XM_031540357.1,XP_031396217.1,LOC116207421
XM_031540358.1,XP_031396218.1,LOC116207429
XM_031540359.1,XP_031396219.1,LOC116207430
XM_031540360.1,XP_031396220.1,LOC116207431
XM_031540361.1,XP_031396221.1,LOC116207432
XM_031540362.1,XP_031396222.1,LOC116207432
XM_031540363.1,XP_031396223.1,LOC116207432
XM_031540364.1,XP_031396224.1,LOC116207432
XM_031540365.1,XP_031396225.1,LOC116207432
XM_031540366.1,XP_031396226.1,LOC116207421
XM_031540367.1,XP_031396227.1,LOC116207432
XM_031540368.1,XP_031396228.1,LOC116207433
XM_031540369.1,XP_031396229.1,LOC116207434
XM_031540370.1,XP_031396230.1,LOC116207435
XM_031540371.1,XP_031396231.1,LOC116207436
XM_031540372.1,XP_031396232.1,LOC116207437
XM_031540373.1,XP_031396233.1,LOC116207421
XM_031540374.1,XP_031396234.1,LOC116207438
XM_031540375.1,XP_031396235.1,LOC116207439
XM_031540376.1,XP_031396236.1,LOC116207440
XM_031540377.1,XP_031396237.1,LOC116207440
XM_031540378.1,XP_031396238.1,LOC116207440
XM_031540379.1,XP_031396239.1,LOC116207440
XM_031540380.1,XP_031396240.1,LOC116207441
XM_031540381.1,XP_031396241.1,LOC116207442
XM_031540382.1,XP_031396242.1,LOC116207421
XM_031540383.1,XP_031396243.1,LOC116207443
XM_031540384.1,XP_031396244.1,LOC116207444
XM_031540385.1,XP_031396245.1,LOC116207445
XM_031540386.1,XP_031396246.1,LOC116207447
XM_031540387.1,XP_031396247.1,LOC116207448
XM_031540388.1,XP_031396248.1,LOC116207448
XM_031540389.1,XP_031396249.1,LOC116207421
XM_031540390.1,XP_031396250.1,LOC116207448
XM_031540391.1,XP_031396251.1,LOC116207448
XM_031540392.1,XP_031396252.1,LOC116207448
XM_031540393.1,XP_031396253.1,LOC116207450
XM_031540394.1,XP_031396254.1,LOC116207450
XM_031540395.1,XP_031396255.1,LOC116207450
XM_031540396.1,XP_031396256.1,LOC116207451
XM_031540397.1,XP_031396257.1,LOC116207452
XM_031540398.1,XP_031396258.1,LOC116207421
XM_031540399.1,XP_031396259.1,LOC116207452
XM_031540400.1,XP_031396260.1,LOC116207453
XM_031540401.1,XP_031396261.1,LOC116207454
XM_031540402.1,XP_031396262.1,LOC116207455
XM_031540403.1,XP_031396263.1,LOC116207421
XM_031540404.1,XP_031396264.1,LOC116207456
XM_031540405.1,XP_031396265.1,LOC116207457
XM_031540406.1,XP_031396266.1,LOC116207458
XM_031540407.1,XP_031396267.1,LOC116207459
XM_031540408.1,XP_031396268.1,LOC116207459
XM_031540409.1,XP_031396269.1,LOC116207459
XM_031540410.1,XP_031396270.1,LOC116207459
XM_031540411.1,XP_031396271.1,LOC116207459
XM_031540412.1,XP_031396272.1,LOC116207459
XM_031540413.1,XP_031396273.1,LOC116207461
XM_031540414.1,XP_031396274.1,LOC116207462
XM_031540415.1,XP_031396275.1,LOC116207460
XM_031540416.1,XP_031396276.1,LOC116207463
XM_031540417.1,XP_031396277.1,LOC116207464
XM_031540418.1,XP_031396278.1,LOC116207464
XM_031540419.1,XP_031396279.1,LOC116207464
XM_031540420.1,XP_031396280.1,LOC116207465
XM_031540421.1,XP_031396281.1,LOC116207465
XM_031540422.1,XP_031396282.1,LOC116207466
XM_031540423.1,XP_031396283.1,LOC116207466
XM_031540424.1,XP_031396284.1,LOC116207468
XM_031540425.1,XP_031396285.1,LOC116207470
XM_031540426.1,XP_031396286.1,LOC116207470
XM_031540427.1,XP_031396287.1,LOC116207470
XM_031540428.1,XP_031396288.1,LOC116207472
XM_031540429.1,XP_031396289.1,LOC116207473
XM_031540430.1,XP_031396290.1,LOC116207474
XM_031540431.1,XP_031396291.1,LOC116207474
XM_031540432.1,XP_031396292.1,LOC116207475
XM_031540433.1,XP_031396293.1,LOC116207475
XM_031540434.1,XP_031396294.1,LOC116207477
XM_031540435.1,XP_031396295.1,LOC116207477
XM_031540436.1,XP_031396296.1,LOC116207478
XM_031540437.1,,LOC116207479
XM_031540437.1,,LOC116207479
XM_031540438.1,XP_031396298.1,LOC116207476
XM_031540439.1,XP_031396299.1,LOC116207480
XM_031540440.1,XP_031396300.1,LOC116207480
XM_031540441.1,XP_031396301.1,LOC116207481
XM_031540442.1,XP_031396302.1,LOC116207482
XM_031540443.1,XP_031396303.1,LOC116207484
XM_031540444.1,XP_031396304.1,LOC116207485
XM_031540445.1,XP_031396305.1,LOC116207487
XM_031540446.1,XP_031396306.1,LOC116207488
XM_031540447.1,XP_031396307.1,LOC116207489
XM_031540448.1,XP_031396308.1,LOC116207486
XM_031540449.1,XP_031396309.1,LOC116207490
XM_031540450.1,XP_031396310.1,LOC116207491
XM_031540451.1,XP_031396311.1,LOC116207491
XM_031540452.1,XP_031396312.1,LOC116207492
XM_031540453.1,XP_031396313.1,LOC116207493
XM_031540454.1,XP_031396314.1,LOC116207494
XM_031540455.1,XP_031396315.1,LOC116207495
XM_031540456.1,XP_031396316.1,LOC116207495
XM_031540458.1,XP_031396318.1,LOC116207498
XM_031540459.1,XP_031396319.1,LOC116207498
XM_031540460.1,XP_031396320.1,LOC116207496
XM_031540461.1,XP_031396321.1,LOC116207499
XM_031540462.1,XP_031396322.1,LOC116207500
XM_031540463.1,XP_031396323.1,LOC116207500
XM_031540464.1,XP_031396324.1,LOC116207471
XM_031540465.1,XP_031396325.1,LOC116207501
XM_031540466.1,XP_031396326.1,LOC116207501
XM_031540467.1,XP_031396327.1,LOC116207501
XM_031540468.1,XP_031396328.1,LOC116207502
XM_031540469.1,XP_031396329.1,LOC116207502
XM_031540470.1,XP_031396330.1,LOC116207502
XM_031540471.1,XP_031396331.1,LOC116207504
XM_031540472.1,XP_031396332.1,LOC116207505
XM_031540473.1,XP_031396333.1,LOC116207506
XM_031540474.1,XP_031396334.1,LOC116207507
XM_031540475.1,XP_031396335.1,LOC116207508
XM_031540476.1,XP_031396336.1,LOC116207508
XM_031540477.1,XP_031396337.1,LOC116207508
XM_031540478.1,XP_031396338.1,LOC116207509
XM_031540479.1,XP_031396339.1,LOC116207509
XM_031540480.1,XP_031396340.1,LOC116207510
XM_031540481.1,XP_031396341.1,LOC116207512
XM_031540482.1,XP_031396342.1,LOC116207512
XM_031540483.1,XP_031396343.1,LOC116207513
XM_031540484.1,XP_031396344.1,LOC116207511
XM_031540485.1,XP_031396345.1,LOC116207514
XM_031540486.1,XP_031396346.1,LOC116207514
XM_031540487.1,XP_031396347.1,LOC116207515
XM_031540488.1,XP_031396348.1,LOC116207515
XM_031540489.1,XP_031396349.1,LOC116207516
XM_031540490.1,XP_031396350.1,LOC116207516
XM_031540491.1,XP_031396351.1,LOC116207517
XM_031540492.1,XP_031396352.1,LOC116207518
XM_031540493.1,XP_031396353.1,LOC116207520
XM_031540494.1,XP_031396354.1,LOC116207521
XM_031540495.1,XP_031396355.1,LOC116207521
XM_031540496.1,XP_031396356.1,LOC116207522
XM_031540497.1,XP_031396357.1,LOC116207519
XM_031540498.1,XP_031396358.1,LOC116207523
XM_031540499.1,XP_031396359.1,LOC116207523
XM_031540500.1,XP_031396360.1,LOC116207524
XM_031540501.1,XP_031396361.1,LOC116207524
XM_031540502.1,XP_031396362.1,LOC116207525
XM_031540503.1,XP_031396363.1,LOC116207525
XM_031540504.1,XP_031396364.1,LOC116207525
XM_031540505.1,XP_031396365.1,LOC116207525
XM_031540506.1,XP_031396366.1,LOC116207238
XM_031540507.1,XP_031396367.1,LOC116207525
XM_031540508.1,XP_031396368.1,LOC116207527
XM_031540509.1,XP_031396369.1,LOC116207528
XM_031540510.1,XP_031396370.1,LOC116207529
XM_031540511.1,XP_031396371.1,LOC116207530
XM_031540512.1,XP_031396372.1,LOC116207531
XM_031540513.1,XP_031396373.1,LOC116207532
XM_031540514.1,XP_031396374.1,LOC116207532
XM_031540515.1,XP_031396375.1,LOC116207533
XM_031540516.1,XP_031396376.1,LOC116207533
XM_031540517.1,XP_031396377.1,LOC116207534
XM_031540518.1,XP_031396378.1,LOC116207536
XM_031540519.1,XP_031396379.1,LOC116207537
XM_031540520.1,XP_031396380.1,LOC116207538
XM_031540521.1,XP_031396381.1,LOC116207535
XM_031540522.1,XP_031396382.1,LOC116207539
XM_031540523.1,XP_031396383.1,LOC116207540
XM_031540524.1,XP_031396384.1,LOC116207540
XM_031540525.1,XP_031396385.1,LOC116207540
XM_031540526.1,XP_031396386.1,LOC116207540
XM_031540527.1,XP_031396387.1,LOC116207540
XM_031540528.1,XP_031396388.1,LOC116207540
XM_031540529.1,XP_031396389.1,LOC116207540
XM_031540530.1,XP_031396390.1,LOC116207541
XM_031540531.1,XP_031396391.1,LOC116207543
XM_031540532.1,XP_031396392.1,LOC116207544
XM_031540533.1,XP_031396393.1,LOC116207544
XM_031540534.1,XP_031396394.1,LOC116207542
XM_031540535.1,XP_031396395.1,LOC116207545
XM_031540536.1,XP_031396396.1,LOC116207545
XM_031540537.1,XP_031396397.1,LOC116207546
XM_031540538.1,XP_031396398.1,LOC116207546
XM_031540539.1,XP_031396399.1,LOC116207547
XM_031540540.1,XP_031396400.1,LOC116207547
XM_031540541.1,XP_031396401.1,LOC116207547
XM_031540542.1,XP_031396402.1,LOC116207547
XM_031540543.1,XP_031396403.1,LOC116207549
XM_031540544.1,XP_031396404.1,LOC116207549
XM_031540545.1,XP_031396405.1,LOC116207550
XM_031540546.1,XP_031396406.1,LOC116207548
XM_031540547.1,XP_031396407.1,LOC116207552
XM_031540548.1,XP_031396408.1,LOC116207553
XM_031540549.1,XP_031396409.1,LOC116207554
XM_031540550.1,XP_031396410.1,LOC116207554
XM_031540551.1,XP_031396411.1,LOC116207555
XM_031540552.1,XP_031396412.1,LOC116207556
XM_031540553.1,XP_031396413.1,LOC116207556
XM_031540554.1,XP_031396414.1,LOC116207558
XM_031540555.1,XP_031396415.1,LOC116207559
XM_031540556.1,XP_031396416.1,LOC116207560
XM_031540557.1,XP_031396417.1,LOC116207557
XM_031540558.1,XP_031396418.1,LOC116207561
XM_031540560.1,XP_031396420.1,LOC116207563
XM_031540561.1,XP_031396421.1,LOC116207564
XM_031540562.1,XP_031396422.1,LOC116207565
XM_031540563.1,XP_031396423.1,LOC116207566
XM_031540564.1,XP_031396424.1,LOC116207566
XM_031540565.1,XP_031396425.1,LOC116207568
XM_031540566.1,XP_031396426.1,LOC116207568
XM_031540567.1,XP_031396427.1,LOC116207568
XM_031540568.1,XP_031396428.1,LOC116207569
XM_031540569.1,XP_031396429.1,LOC116207571
XM_031540570.1,XP_031396430.1,LOC116207572
XM_031540571.1,XP_031396431.1,LOC116207573
XM_031540572.1,XP_031396432.1,LOC116207573
XM_031540573.1,XP_031396433.1,LOC116207573
XM_031540574.1,XP_031396434.1,LOC116207574
XM_031540575.1,XP_031396435.1,LOC116207575
XM_031540576.1,XP_031396436.1,LOC116207575
XM_031540577.1,XP_031396437.1,LOC116207575
XM_031540578.1,XP_031396438.1,LOC116207575
XM_031540579.1,XP_031396439.1,LOC116207575
XM_031540580.1,XP_031396440.1,LOC116207575
XM_031540581.1,XP_031396441.1,LOC116207575
XM_031540582.1,XP_031396442.1,LOC116207575
XM_031540583.1,XP_031396443.1,LOC116207575
XM_031540584.1,XP_031396444.1,LOC116207577
XM_031540586.1,XP_031396446.1,LOC116207578
XM_031540587.1,XP_031396447.1,LOC116207579
XM_031540588.1,XP_031396448.1,LOC116207580
XM_031540589.1,XP_031396449.1,LOC116207582
XM_031540590.1,XP_031396450.1,LOC116207583
XM_031540591.1,XP_031396451.1,LOC116207584
XM_031540592.1,XP_031396452.1,LOC116207584
XM_031540593.1,XP_031396453.1,LOC116207581
XM_031540594.1,XP_031396454.1,LOC116207585
XM_031540595.1,XP_031396455.1,LOC116207585
XM_031540596.1,XP_031396456.1,LOC116207585
XM_031540597.1,XP_031396457.1,LOC116207586
XM_031540598.1,XP_031396458.1,LOC116207587
XM_031540599.1,XP_031396459.1,LOC116207587
XM_031540600.1,XP_031396460.1,LOC116207588
XM_031540601.1,XP_031396461.1,LOC116207589
XM_031540602.1,XP_031396462.1,LOC116207591
XM_031540603.1,XP_031396463.1,LOC116207592
XM_031540604.1,XP_031396464.1,LOC116207593
XM_031540605.1,XP_031396465.1,LOC116207590
XM_031540606.1,XP_031396466.1,LOC116207593
XM_031540607.1,XP_031396467.1,LOC116207594
XM_031540608.1,XP_031396468.1,LOC116207594
XM_031540609.1,XP_031396469.1,LOC116207594
XM_031540610.1,XP_031396470.1,LOC116207594
XM_031540611.1,XP_031396471.1,LOC116207594
XM_031540612.1,XP_031396472.1,LOC116207594
XM_031540613.1,XP_031396473.1,LOC116207594
XM_031540614.1,XP_031396474.1,LOC116207595
XM_031540615.1,XP_031396475.1,LOC116207597
XM_031540616.1,XP_031396476.1,LOC116207598
XM_031540617.1,XP_031396477.1,LOC116207599
XM_031540618.1,XP_031396478.1,LOC116207596
XM_031540619.1,XP_031396479.1,LOC116207601
XM_031540620.1,XP_031396480.1,LOC116207602
XM_031540621.1,XP_031396481.1,LOC116207602
XM_031540622.1,XP_031396482.1,LOC116207603
XM_031540623.1,XP_031396483.1,LOC116207604
XM_031540624.1,XP_031396484.1,LOC116207604
XM_031540625.1,XP_031396485.1,LOC116207604
XM_031540626.1,XP_031396486.1,LOC116207604
XM_031540627.1,XP_031396487.1,LOC116207604
XM_031540628.1,XP_031396488.1,LOC116207604
XM_031540629.1,XP_031396489.1,LOC116207606
XM_031540630.1,XP_031396490.1,LOC116207607
XM_031540631.1,XP_031396491.1,LOC116207607
XM_031540632.1,XP_031396492.1,LOC116207608
XM_031540633.1,XP_031396493.1,LOC116207609
XM_031540634.1,XP_031396494.1,LOC116207609
XM_031540635.1,XP_031396495.1,LOC116207609
XM_031540636.1,XP_031396496.1,LOC116207609
