transcript_id	description
XM_031535152.1	" peptide methionine sulfoxide reductase B3, chloroplastic-like, transcript variant X4"
XM_031535153.1	" allantoinase, transcript variant X1"
XM_031535154.1	" allantoinase, transcript variant X2"
XM_031535155.1	" allantoinase, transcript variant X3"
XM_031535156.1	" allantoinase, transcript variant X4"
XM_031535157.1	" allantoinase, transcript variant X5"
XM_031535158.1	 gallate 1-beta-glucosyltransferase-like
XM_031535159.1	 uncharacterized LOC116203433
XM_031535160.1	" transcription initiation factor TFIID subunit 9-like, transcript variant X1"
XM_031535161.1	" transcription initiation factor TFIID subunit 9-like, transcript variant X2"
XM_031535162.1	 glycerol-3-phosphate acyltransferase 9-like
XM_031535163.1	 lysM domain-containing GPI-anchored protein 2-like
XM_031535164.1	 uncharacterized LOC116203434
XM_031535165.1	" uncharacterized LOC116203439, transcript variant X1"
XM_031535166.1	" uncharacterized LOC116203439, transcript variant X2"
XM_031535167.1	 nucleoside diphosphate kinase 3-like
XM_031535168.1	" nucleoside diphosphate kinase III, chloroplastic/mitochondrial-like, transcript variant X1"
XM_031535169.1	" nucleoside diphosphate kinase III, chloroplastic/mitochondrial-like, transcript variant X3"
XM_031535170.1	" GATA transcription factor 5-like, transcript variant X1"
XM_031535171.1	 GATA transcription factor 16-like
XM_031535172.1	" GATA transcription factor 5-like, transcript variant X2"
XM_031535173.1	 putative germin-like protein 2-1
XM_031535174.1	" putative germin-like protein 2-1, transcript variant X1"
XM_031535175.1	" putative germin-like protein 2-1, transcript variant X2"
XM_031535176.1	 receptor-like protein 7
XM_031535177.1	" protein DETOXIFICATION 46, chloroplastic-like"
XM_031535178.1	 lysine-specific demethylase RSBN1L-like
XM_031535179.1	" UDP-N-acetylmuramate--L-alanine ligase-like, transcript variant X1"
XM_031535180.1	" UDP-N-acetylmuramate--L-alanine ligase-like, transcript variant X3"
XM_031535181.1	 probable polygalacturonase
XM_031535182.1	 glutaminyl-peptide cyclotransferase
XM_031535183.1	" putative septum site-determining protein minD homolog, chloroplastic"
XM_031535184.1	 uncharacterized LOC116203453
XM_031535185.1	" pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic"
XM_031535186.1	 putative disease resistance protein At1g50180
XM_031535187.1	 basic salivary proline-rich protein 2-like
XM_031535188.1	 uncharacterized LOC116203456
XM_031535189.1	 auxin-responsive protein SAUR21-like
XM_031535190.1	 auxin-responsive protein SAUR21-like
XM_031535191.1	 auxin-induced protein 15A-like
XM_031535192.1	 auxin-induced protein X15-like
XM_031535193.1	 auxin-induced protein X15-like
XM_031535194.1	 auxin-induced protein X15-like
XM_031535195.1	" leucine--tRNA ligase, cytoplasmic-like"
XM_031535196.1	 actin cytoskeleton-regulatory complex protein PAN1-like
XM_031535197.1	 protein SGT1 homolog
XM_031535198.1	" pentatricopeptide repeat-containing protein At5g52850, chloroplastic"
XM_031535199.1	" probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5, mitochondrial"
XM_031535200.1	" nuclear pore complex protein NUP98A, transcript variant X1"
XM_031535201.1	" nuclear pore complex protein NUP98A, transcript variant X2"
XM_031535202.1	" nuclear pore complex protein NUP98A, transcript variant X3"
XM_031535203.1	" transketolase, chloroplastic"
XM_031535204.1	 DNA repair protein RAD51 homolog 3
XM_031535205.1	" cryptochrome-1, transcript variant X1"
XM_031535206.1	 uncharacterized LOC116203472
XM_031535207.1	" cryptochrome-1, transcript variant X2"
XM_031535208.1	" cryptochrome-1, transcript variant X3"
XM_031535209.1	 mitogen-activated protein kinase kinase kinase 1-like
XM_031535210.1	" uncharacterized LOC116203477, transcript variant X1"
XM_031535211.1	" uncharacterized LOC116203477, transcript variant X2"
XM_031535212.1	 uncharacterized LOC116203478
XM_031535213.1	 polyol transporter 5-like
XM_031535214.1	 polyol transporter 5-like
XM_031535215.1	" uncharacterized LOC116203482, transcript variant X1"
XM_031535216.1	" uncharacterized LOC116203482, transcript variant X2"
XM_031535217.1	 autophagy-related protein 13a
XM_031535218.1	 uncharacterized LOC116203481
XM_031535219.1	" uncharacterized LOC116203484, transcript variant X1"
XM_031535220.1	" uncharacterized LOC116203484, transcript variant X2"
XM_031535221.1	" uncharacterized LOC116203484, transcript variant X3"
XM_031535222.1	" uncharacterized LOC116203484, transcript variant X4"
XM_031535223.1	" phosphatase IMPL1, chloroplastic, transcript variant X1"
XM_031535224.1	" phosphatase IMPL1, chloroplastic, transcript variant X2"
XM_031535225.1	" phosphatase IMPL1, chloroplastic, transcript variant X3"
XM_031535226.1	" phosphatase IMPL1, chloroplastic, transcript variant X4"
XM_031535227.1	" phosphatase IMPL1, chloroplastic, transcript variant X5"
XM_031535228.1	" phosphatase IMPL1, chloroplastic, transcript variant X6"
XM_031535229.1	 protein PHLOEM PROTEIN 2-LIKE A1-like
XM_031535230.1	" carboxyl-terminal-processing peptidase 1, chloroplastic, transcript variant X1"
XM_031535231.1	" carboxyl-terminal-processing peptidase 1, chloroplastic, transcript variant X2"
XM_031535232.1	 self-incompatibility protein S1-like
XM_031535233.1	" carboxyl-terminal-processing peptidase 1, chloroplastic, transcript variant X3"
XM_031535234.1	" carboxyl-terminal-processing peptidase 1, chloroplastic, transcript variant X4"
XM_031535235.1	" PLASMODESMATA CALLOSE-BINDING PROTEIN 4-like, transcript variant X1"
XM_031535236.1	" PLASMODESMATA CALLOSE-BINDING PROTEIN 4-like, transcript variant X2"
XM_031535237.1	" cold-regulated 413 inner membrane protein 2, chloroplastic-like"
XM_031535238.1	 uncharacterized LOC116203492
XM_031535239.1	 mitochondrial inner membrane protein OXA1-like
XM_031535240.1	" putative RING-H2 finger protein ATL21B, transcript variant X1"
XM_031535241.1	" putative RING-H2 finger protein ATL21B, transcript variant X2"
XM_031535242.1	" putative RING-H2 finger protein ATL21B, transcript variant X3"
XM_031535243.1	 mitochondrial inner membrane protein OXA1-like
XM_031535244.1	 probable pectin methyltransferase QUA2
XM_031535245.1	" protein WHAT'S THIS FACTOR 1 homolog, chloroplastic"
XM_031535246.1	 pimeloyl-[acyl-carrier protein] methyl ester esterase-like
XM_031535247.1	 5'-adenylylsulfate reductase-like 4
XM_031535248.1	 14-3-3 protein 7
XM_031535249.1	" non-structural maintenance of chromosomes element 3 homolog, transcript variant X1"
XM_031535250.1	" non-structural maintenance of chromosomes element 3 homolog, transcript variant X2"
XM_031535251.1	 L-type lectin-domain containing receptor kinase VIII.2-like
XM_031535252.1	 60S ribosomal protein L9
XM_031535253.1	 uncharacterized LOC116203503
XM_031535254.1	 U-box domain-containing protein 44-like
XM_031535255.1	 oligopeptide transporter 6-like
XM_031535256.1	" dynamin-related protein 1E-like, transcript variant X1"
XM_031535257.1	" dynamin-related protein 1E-like, transcript variant X2"
XM_031535258.1	" BUD13 homolog, transcript variant X1"
XM_031535259.1	" expansin-like B1, transcript variant X1"
XM_031535260.1	" expansin-like B1, transcript variant X2"
XM_031535261.1	 histone-lysine N-methyltransferase ATX4
XM_031535262.1	" uncharacterized LOC116203513, transcript variant X1"
XM_031535263.1	" uncharacterized LOC116203513, transcript variant X2"
XM_031535264.1	 uncharacterized protein At4g06744-like
XM_031535265.1	 protein IRX15-LIKE-like
XM_031535266.1	 60S ribosomal protein L38-like
XM_031535267.1	 60S ribosomal protein L38-like
XM_031535268.1	 alpha-mannosidase At3g26720-like
XM_031535269.1	" probable plastid-lipid-associated protein 10, chloroplastic, transcript variant X1"
XM_031535270.1	" probable plastid-lipid-associated protein 10, chloroplastic, transcript variant X2"
XM_031535271.1	" probable plastid-lipid-associated protein 10, chloroplastic, transcript variant X3"
XM_031535272.1	 uncharacterized LOC116203522
XM_031535273.1	" tubulin-folding cofactor A, transcript variant X1"
XM_031535274.1	 deacetoxyvindoline 4-hydroxylase-like
XM_031535275.1	" tubulin-folding cofactor A, transcript variant X2"
XM_031535276.1	" tubulin-folding cofactor A, transcript variant X3"
XM_031535277.1	" uncharacterized LOC116203524, transcript variant X1"
XM_031535278.1	" uncharacterized LOC116203524, transcript variant X2"
XM_031535279.1	 nucleolin-like
XM_031535280.1	 protein GAMETE EXPRESSED 3
XM_031535281.1	" uncharacterized LOC116203527, transcript variant X1"
XM_031535282.1	" uncharacterized LOC116203527, transcript variant X2"
XM_031535283.1	 THO complex subunit 5A
XM_031535284.1	" uncharacterized LOC116203527, transcript variant X3"
XM_031535285.1	" isoprenylcysteine alpha-carbonyl methylesterase ICME-like, transcript variant X1"
XM_031535286.1	" isoprenylcysteine alpha-carbonyl methylesterase ICME-like, transcript variant X2"
XM_031535287.1	" pentatricopeptide repeat-containing protein At3g02490, mitochondrial-like"
XM_031535288.1	 1-aminocyclopropane-1-carboxylate oxidase homolog 1-like
XM_031535289.1	" protein NSP-INTERACTING KINASE 1-like, transcript variant X1"
XM_031535290.1	" protein NSP-INTERACTING KINASE 1-like, transcript variant X2"
XM_031535291.1	 peptide methionine sulfoxide reductase A1-like
XM_031535292.1	 nucleoside diphosphate kinase 1-like
XM_031535293.1	 putative glycine-rich cell wall structural protein 1
XM_031535294.1	 G-type lectin S-receptor-like serine/threonine-protein kinase At4g27290
XM_031535295.1	 L-type lectin-domain containing receptor kinase IX.1-like
XM_031535296.1	" probable LRR receptor-like serine/threonine-protein kinase At4g36180, transcript variant X1"
XM_031535297.1	" probable LRR receptor-like serine/threonine-protein kinase At4g36180, transcript variant X2"
XM_031535298.1	 deacetoxyvindoline 4-hydroxylase-like
XM_031535299.1	" root phototropism protein 3, transcript variant X1"
XM_031535300.1	" root phototropism protein 3, transcript variant X2"
XM_031535301.1	" root phototropism protein 3, transcript variant X3"
XM_031535302.1	" KH domain-containing protein HEN4-like, transcript variant X1"
XM_031535303.1	" KH domain-containing protein HEN4-like, transcript variant X2"
XM_031535304.1	" protein EXECUTER 1, chloroplastic, transcript variant X1"
XM_031535305.1	" protein EXECUTER 1, chloroplastic, transcript variant X2"
XM_031535306.1	 uncharacterized LOC116203543
XM_031535307.1	 extensin-like
XM_031535308.1	" pentatricopeptide repeat-containing protein At5g09450, mitochondrial"
XM_031535309.1	 uncharacterized LOC116203548
XM_031535310.1	 proline-rich extensin-like protein EPR1
XM_031535311.1	 uncharacterized LOC116203549
XM_031535312.1	 uncharacterized LOC116203550
XM_031535313.1	 transcription factor bHLH143-like
XM_031535314.1	" protein DMR6-LIKE OXYGENASE 2-like, transcript variant X1"
XM_031535315.1	" protein DMR6-LIKE OXYGENASE 2-like, transcript variant X2"
XM_031535316.1	 protein DMR6-LIKE OXYGENASE 2-like
XM_031535317.1	 gamma-glutamyl peptidase 5-like
XM_031535318.1	 uncharacterized LOC116203555
XM_031535319.1	 magnesium-dependent phosphatase 1
XM_031535320.1	 hemiasterlin resistant protein 1-like
XM_031535321.1	 probable polygalacturonase
XM_031535322.1	 G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130
XM_031535323.1	 5' exonuclease Apollo
XM_031535324.1	" protein RRP6-like 3, transcript variant X1"
XM_031535325.1	" protein RRP6-like 3, transcript variant X2"
XM_031535326.1	" protein RRP6-like 3, transcript variant X3"
XM_031535327.1	" protein RRP6-like 3, transcript variant X4"
XM_031535328.1	" protein RRP6-like 3, transcript variant X5"
XM_031535329.1	" protein RRP6-like 3, transcript variant X6"
XM_031535330.1	" NEDD8-activating enzyme E1 regulatory subunit AXR1, transcript variant X1"
XM_031535331.1	" NEDD8-activating enzyme E1 regulatory subunit AXR1, transcript variant X2"
XM_031535332.1	" NEDD8-activating enzyme E1 regulatory subunit AXR1, transcript variant X3"
XM_031535333.1	" NEDD8-activating enzyme E1 regulatory subunit AXR1, transcript variant X4"
XM_031535334.1	 uncharacterized LOC116203563
XM_031535335.1	 high mobility group B protein 6-like
XM_031535336.1	 protein trichome birefringence-like 23
XM_031535337.1	" uncharacterized LOC116203566, transcript variant X1"
XM_031535338.1	" uncharacterized LOC116203566, transcript variant X2"
XM_031535339.1	 putative pentatricopeptide repeat-containing protein At3g08820
XM_031535340.1	 uncharacterized LOC116203568
XM_031535341.1	 thioredoxin domain-containing protein 9 homolog
XM_031535342.1	" homeobox protein HAT3.1, transcript variant X1"
XM_031535343.1	" homeobox protein HAT3.1, transcript variant X2"
XM_031535344.1	" homeobox protein HAT3.1, transcript variant X3"
XM_031535345.1	" homeobox protein HAT3.1, transcript variant X4"
XM_031535346.1	" BAG-associated GRAM protein 1, transcript variant X1"
XM_031535347.1	" BAG-associated GRAM protein 1, transcript variant X2"
XM_031535348.1	" BAG-associated GRAM protein 1, transcript variant X3"
XM_031535349.1	" BAG-associated GRAM protein 1, transcript variant X4"
XM_031535350.1	 uncharacterized LOC116203572
XM_031535351.1	" transcription factor bHLH153-like, transcript variant X1"
XM_031535352.1	" transcription factor bHLH153-like, transcript variant X2"
XM_031535353.1	" uncharacterized LOC116203574, transcript variant X1"
XM_031535354.1	" uncharacterized LOC116203574, transcript variant X2"
XM_031535355.1	" uncharacterized LOC116203574, transcript variant X3"
XM_031535356.1	" uncharacterized LOC116203574, transcript variant X4"
XM_031535357.1	 uncharacterized LOC116203575
XM_031535358.1	" protein IQ-DOMAIN 14, transcript variant X1"
XM_031535359.1	" protein IQ-DOMAIN 14, transcript variant X2"
XM_031535360.1	" protein IQ-DOMAIN 14, transcript variant X3"
XM_031535361.1	" acyl-coenzyme A thioesterase 9, mitochondrial"
XM_031535362.1	" BTB/POZ and TAZ domain-containing protein 3, transcript variant X1"
XM_031535363.1	" BTB/POZ and TAZ domain-containing protein 3, transcript variant X2"
XM_031535364.1	" BTB/POZ and TAZ domain-containing protein 3, transcript variant X3"
XM_031535365.1	" sm-like protein LSM36B, transcript variant X1"
XM_031535366.1	" sm-like protein LSM36B, transcript variant X2"
XM_031535367.1	" sm-like protein LSM36B, transcript variant X3"
XM_031535368.1	" protein-lysine N-methyltransferase EFM1, transcript variant X1"
XM_031535369.1	" protein-lysine N-methyltransferase EFM1, transcript variant X2"
XM_031535370.1	" protein-lysine N-methyltransferase EFM1, transcript variant X3"
XM_031535371.1	" protein-lysine N-methyltransferase EFM1, transcript variant X4"
XM_031535372.1	" protein-lysine N-methyltransferase EFM1, transcript variant X5"
XM_031535373.1	" protein-lysine N-methyltransferase EFM1, transcript variant X6"
XM_031535374.1	" protein-lysine N-methyltransferase EFM1, transcript variant X7"
XM_031535375.1	" protein-lysine N-methyltransferase EFM1, transcript variant X8"
XM_031535376.1	 UDP-galactose/UDP-glucose transporter 2-like
XM_031535377.1	" protein CCC1-like, transcript variant X1"
XM_031535378.1	" protein CCC1-like, transcript variant X2"
XM_031535379.1	" protein CCC1-like, transcript variant X3"
XM_031535380.1	 endoplasmic reticulum-Golgi intermediate compartment protein 3-like
XM_031535381.1	 ethylene-responsive transcription factor RAP2-13-like
XM_031535382.1	 uncharacterized LOC116203585
XM_031535383.1	 4-hydroxyphenylpyruvate dioxygenase
XM_031535384.1	 tRNA (guanine-N(7)-)-methyltransferase
XM_031535385.1	" non-lysosomal glucosylceramidase-like, transcript variant X1"
